smiles,label_Gastrointestinal disorders,label_Infections and infestations,label_Nervous system disorders
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],1,0,0
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,0,1
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,0,1
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,0,1,1
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,1,0,1
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,1,0,1
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,1,0,1
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,1,0,1
CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,0,1,0
CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,1,1,1
[Cl-].[Na+],0,1,1
Oc1ncnc2[nH]ncc12,1,1,1
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,0,0,1
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,1,0,1
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,1,1,0
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,0,1,0
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,1,0,0
CC(=O)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,1,1,0
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0,0,1
CC(N)Cc1ccccc1,1,0,0
[H][C@@]12Cc3c(N(C)C)cc(NC(=O)CNC(C)(C)C)c(O)c3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,1,0,0
O=N[O-].[Na+],1,1,0
CCN(CC)CC(=O)Nc1c(C)cccc1C,0,0,1
[H][C@@]12C=C[C@H](O)[C@@H]3Oc4c(OC)ccc5c4[C@@]31CCN(C)[C@@H]2C5,1,0,1
[H][C@@]12C=C[C@H](O)[C@@H]3Oc4c(OC)ccc5c4[C@@]31CCN(C)[C@@H]2C5,1,0,1
[H][C@@]12CCC(=O)[C@]3([H])Oc4c(OC)ccc5c4[C@]13CCN(C)[C@]2([H])C5,1,0,1
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5.Cl,1,1,1
Nc1ccc(O)c(C(=O)O)c1,0,0,1
[Cl-].[Na+],1,1,1
[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],1,1,1
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,1,1,0
CCNC(=O)c1noc(-c2cc(C(C)(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,1,0,1
Cc1cccc(C)c1OCC(C)N,1,1,1
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,0,0,1
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,0,0,1
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,0,1,0
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,0,1,0
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,0,0,1
[H][C@@]12CCc3cc(O)ccc3[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],1,0,1
NC[C@H]1CC[C@H](C(=O)O)CC1,1,0,1
[Cl-].[Na+],1,0,1
[Y],1,1,1
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1,0,1
Cn1c(/C=C/CO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O,1,0,0
CN(CC(=O)O)C(=N)N.O,1,1,0
[H][C@]12SC(C)(C)[C@H](C(=O)O)N1C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1,1,0,0
CC(=O)N[C@H](CSSC[C@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O,1,1,0
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,1,1,1
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,0,1,1
CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],1,0,1
CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],1,1,1
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1,1,1
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,0,1
CC(C)(C)CCCCC=O,1,0,1
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1,0,1
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1,0,1
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1,1,1
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1,1,1
Nc1ccc(O)c(C(=O)O)c1,1,0,1
[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],0,0,1
CC(C)Cc1ccc(C(C)C(=O)O)cc1,1,0,1
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1,1,1
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,1,0,1
[H][C@@]12[C@@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)N(C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C[C@]1([H])C2(C)C,1,0,1
O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1.O=S(=O)(O)c1ccccc1,0,1,0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0,1,1
NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,1,0,0
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1,0,0
O=[32P]([O-])([O-])O.[Na+].[Na+],1,1,1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0,1,1
[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]13[C@@]2([H])[C@H](C(=O)OC)CC1=CC(=O)CC[C@@]13C,1,1,0
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314.Cl.Cl.O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,1,1,1
CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,1,1,1
[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)=C(C(=O)O)N1C(=O)[C@]2([H])[C@@H](C)O,0,1,0
[H][C@@]12CCC(=O)[C@]3([H])Oc4c(O)ccc5c4[C@]13CCN(C)[C@]2([H])C5,1,0,0
[H][C@@]12CCC(=O)[C@]3([H])Oc4c(O)ccc5c4[C@]13CCN(C)[C@]2([H])C5,1,0,0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.CCOC(=O)C1(c2ccccc2)CCN(C)CC1.COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,1,0,0
C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,0,1,1
CC(C)CC(NC(=O)C1CSSCC2NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)CC(N)=O)CSSCC(NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CC(N)=O)NC(=O)C(C(C)C)NC2=O)C(=O)NC(C(C)O)C(=O)NCC(=O)N1)C(=O)O,1,1,1
CC(C)CC(NC(=O)C1CSSCC2NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)CC(N)=O)CSSCC(NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CC(N)=O)NC(=O)C(C(C)C)NC2=O)C(=O)NC(C(C)O)C(=O)NCC(=O)N1)C(=O)O,1,1,1
CC(C)CC(NC(=O)C1CSSCC2NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)CC(N)=O)CSSCC(NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CC(N)=O)NC(=O)C(C(C)C)NC2=O)C(=O)NC(C(C)O)C(=O)NCC(=O)N1)C(=O)O,1,1,1
[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@@]21C,0,1,1
CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,0,0,1
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,1,0,0
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,1,0,1
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1,1,1
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1,1,1
NCCS,1,0,0
COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O,1,0,1
Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,1,0,0
[H][C@@]12Cc3c(N(C)C)ccc(O)c3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,1,0,1
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,1,0,1
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,1,0,0
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,1,0,0
CN(C)C(=N)N=C(N)N.Cl,1,1,1
CCC(C)C(N=C(O)CN)C(O)=NC(C(O)=NC(CCC(=O)O)C(O)=NC(CCC(=N)O)C(O)=NC1CSSCC2N=C(O)C(C(C)CC)N=C(O)C(CO)N=C(O)C(C(C)O)N=C(O)C(CSSCC3N=C(O)C(CC(C)C)N=C(O)C(Cc4cnc[nH]4)N=C(O)C(CCC(=N)O)N=C(O)C(CC(=N)O)N=C(O)C(C(C)C)N=C(O)C(Cc4ccccc4)N=C(O)C(CC(=N)O)N=C(O)C(CSSCC(C(O)=NCC(O)=NC(CCC(=O)O)C(O)=NC(CCCNC(=N)N)C(O)=NCC(O)=NC(Cc4ccccc4)C(O)=NC(Cc4ccccc4)C(O)=NC(Cc4ccc(O)cc4)C(O)=NC(C(O)=NC(CCCCN=C(O)OCCOC)C(=O)N4CCCC4C(O)=NC(C(=O)O)C(C)O)C(C)O)N=C(O)C(C(C)C)N=C(O)C(CC(C)C)N=C(O)C(Cc4ccc(O)cc4)N=C(O)C(CC(C)C)N=C(O)C(C)N=C(O)C(CCC(=O)O)N=C(O)C(C(C)C)N=C(O)C(CC(C)C)N=C(O)C(Cc4cnc[nH]4)N=C(O)C(CO)N=C(O)CN=C3O)N=C(O)C(Cc3ccc(O)cc3)N=C(O)C(CC(=N)O)N=C(O)C(CCC(=O)O)N=C(O)C(CC(C)C)N=C(O)C(CCC(=N)O)N=C(O)C(Cc3ccc(O)cc3)N=C(O)C(CC(C)C)N=C(O)C(CO)N=C2O)N=C1O)C(C)C,1,1,1
CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC1CSSCC2NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(C(=O)N3CCCC3C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)O)C(C)O)CSSCC(C(=O)NCC(=O)O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,1,1,1
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,0,0,1
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,0,0,1
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,0,0,1
CC(Cc1ccccc1)NC(=O)C(N)CCCCN.CS(=O)(=O)O.CS(=O)(=O)O,1,1,1
CC(Cc1ccccc1)NC(=O)C(N)CCCCN.CS(=O)(=O)O.CS(=O)(=O)O,1,1,1
CCCCCNC(=O)c1coc([C@H]2[C@@H](Cc3ccccc3CCC(=O)O)[C@@H]3CC[C@H]2O3)n1,1,0,0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0,0,1
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,1,0,0
Cc1cccc(C(C)c2cnc[nH]2)c1C.Cl,1,0,0
Cc1cccc(C(C)c2cnc[nH]2)c1C.Cl,1,0,0
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1,0,0
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,1,0,1
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,1,0,1
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,0,0,1
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,1,1,1
Nc1ccc(O)c(C(=O)O)c1,1,0,1
[H][C@@]12Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)[C@]([H])(C4)[C@]3(O)CC(C(=O)NC(C)(C)c1nc(-c3ccccc3)no1)=C2O,1,0,0
[H][C@@]12Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)[C@]([H])(C4)[C@]3(O)CC(C(=O)NC(C)(C)c1nc(-c3ccccc3)no1)=C2O,1,1,1
[H][C@@]12Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)[C@]([H])(C4)[C@]3(O)CC(C(=O)NC(C)(C)c1nc(-c3ccccc3)no1)=C2O,1,1,1
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,1,1,1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,1,1,1
Nc1ccncc1,1,0,1
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,1,0,0
[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)=C(C(=O)O)N1C(=O)[C@]2([H])[C@@H](C)O,1,0,1
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C3(O)CCC(C(=O)O)C(C)(C)C3)s2)c1,1,0,0
[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],0,1,1
[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],0,1,1
CN(C)C(=N)N=C(N)N.Cl,1,0,1
Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0,1,1
[H][C@@]12CC[C@](OC(C)=O)(C(=O)COC)[C@@]1(C)C[C@H](c1ccc(N(C)C)cc1)C1=C3CCC(=O)C=C3CC[C@]12[H],1,0,1
[H][C@@]12CC[C@](OC(C)=O)(C(=O)COC)[C@@]1(C)C[C@H](c1ccc(N(C)C)cc1)C1=C3CCC(=O)C=C3CC[C@]12[H],1,0,0
[H][C@@]12CC[C@](OC(C)=O)(C(=O)COC)[C@@]1(C)C[C@H](c1ccc(N(C)C)cc1)C1=C3CCC(=O)C=C3CC[C@]12[H],0,0,1
CCCC1N(C(=O)c2ncccc2C(F)(F)F)CCCC1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCC(O)(c2ccccc2OC(C)CCC2(C(=O)O)CCC2)CC1,1,1,1
CCCC1N(C(=O)c2ncccc2C(F)(F)F)CCCC1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCC(O)(c2ccccc2OC(C)CCC2(C(=O)O)CCC2)CC1,1,0,0
CCCC1N(C(=O)c2ncccc2C(F)(F)F)CCCC1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCC(O)(c2ccccc2OC(C)CCC2(C(=O)O)CCC2)CC1,1,1,1
[H][C@@]12C[C@@]3([H])O[C@@H](C4CCCCC4)O[C@@]3(C(=O)COC(=O)C(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@@]21C,0,1,1
[H][C@@]12C[C@@]3([H])O[C@@H](C4CCCCC4)O[C@@]3(C(=O)COC(=O)C(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@@]21C,0,1,1
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,1,0,1
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5.Cl,1,0,0
[H][C@@]12C=C[C@H](O)[C@]3([H])Oc4c(O)ccc5c4[C@]13CCN(C)[C@]2([H])C5,1,1,0
CNCC(O)c1cccc(O)c1.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,0,0,1
CN1CCCC1c1cccnc1,1,0,1
CN1CCCC1c1cccnc1,1,0,1
CCOC(=O)C(N)Cc1ccc(-c2cc(OC(c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1.O=C(O)CNC(=O)c1ccccc1,1,1,0
Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,0,1,0
Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,0,1,0
[H][C@@]12C[C@@]3([H])O[C@@H](C4CCCCC4)O[C@@]3(C(=O)COC(=O)C(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@@]21C,0,0,1
[H][C@@]12C[C@@]3([H])O[C@@H](C4CCCCC4)O[C@@]3(C(=O)COC(=O)C(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@@]21C,0,0,1
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1,0,1
[H][C@@]12CCCN[C@]1([H])CN(c1c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c1OC)C2,1,1,0
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,1,0,1
[H][C@@]12C[C@H](C)C3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1(OC(C)=O)C(C)=O,1,1,1
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1,0,1
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0,1,0
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,1,0,1
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,1,0,1
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,1,0,1
CCCC1N(C(=O)c2ncccc2C(F)(F)F)CCCC1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCC(O)(c2ccccc2OC(C)CCC2(C(=O)O)CCC2)CC1,1,0,0
CCCC1N(C(=O)c2ncccc2C(F)(F)F)CCCC1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCC(O)(c2ccccc2OC(C)CCC2(C(=O)O)CCC2)CC1,1,1,1
CCCC1N(C(=O)c2ncccc2C(F)(F)F)CCCC1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCC(O)(c2ccccc2OC(C)CCC2(C(=O)O)CCC2)CC1,1,1,1
C=CC(=O)OCCCCCCO.O=P(O)(O)O,1,0,1
C=CCN.ClCC1CO1.O=C(O)O,1,1,1
[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H],1,0,0
COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,1,0,1
COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,0,0,1
COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,1,0,0
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1,1,1
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1,0,1
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,0,1,1
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,1,0,1
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,1,1,1
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,1,1,1
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,0,1,1
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,1,1,1
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0,1,1
Nc1ccc(O)c(C(=O)O)c1,1,0,1
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,1,1,1
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,1,1,1
CCCN[C@@H]1CCc2nc(N)sc2C1,0,0,1
