idx,mol_id,smiles,scaffold,split
4190,TOX25526,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,O=C1CC2CC(SC3CCNC3)=CN12,train
4191,TOX25521,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,c1ccccc1,train
4193,TOX25522,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,c1ccc(Nc2ccccc2)cc1,train
4194,TOX7390,O=S(=O)(O)c1ccccc1O,c1ccccc1,train
4195,TOX7397,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,C1CCOC1,train
4196,TOX7394,CCC1CCC(CCC(=O)O)C1,C1CCCC1,train
4198,TOX24941,Nc1ccccc1S(=O)(=O)c1ccccc1,O=S(=O)(c1ccccc1)c1ccccc1,train
4201,TOX3552,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,O=C(Cc1ccccc1)NCc1ccccc1N1CCCCC1,train
4202,TOX3554,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,O=C(C=Cc1ccccc1)OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1,train
4203,TOX3557,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,c1ncn(C2CCCO2)n1,train
4204,TOX3556,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,C1=CCCCC1,train
4205,TOX28997,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC(C)C,C1CCCC1,train
4206,TOX28996,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,O=C(NCC1CCCN1)c1ccccc1,train
4207,TOX7026,CCCCCCCCCCCCCCCCCCN(C)C,CCCCCCCCCCCCCCCCCCN(C)C,train
4209,TOX24438,O=C1CCCCO1,O=C1CCCCO1,train
4211,TOX3737,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,c1ccc(CC2CCCCC2)cc1,train
4212,TOX3736,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,C1CCN(C2CCC3CCC4C5CC([NH+]6CCCCC6)CC5CCC4C3C2)CC1,train
4213,TOX3730,N[C@@H](Cc1ccc(O)cc1)C(=O)O,c1ccccc1,train
4215,TOX24430,O=C(Cc1ccccc1)c1ccccc1,O=C(Cc1ccccc1)c1ccccc1,train
4216,TOX24431,CC(C)(C)NCCO,CC(C)(C)NCCO,train
4217,TOX21153,C=CC(N)CCC(=O)O,C=CC(N)CCC(=O)O,train
4218,TOX24435,CCN(CC)CCOC(=O)c1ccc(N)cc1,c1ccccc1,train
4219,TOX24436,CC(=O)C1CCOC1=O,O=C1CCCO1,train
4220,TOX24437,Nc1cc(N)cc(C(=O)O)c1,c1ccccc1,train
4221,TOX12361,N#CC(Br)(Br)C(N)=O,N#CC(Br)(Br)C(N)=O,train
4222,TOX12365,N#Cc1c(Cl)cccc1Cl,c1ccccc1,train
4223,TOX141,c1ccc2occc2c1,c1ccc2occc2c1,train
4224,TOX142,Nc1nc(N)nc(-c2ccccc2)n1,c1ccc(-c2ncncn2)cc1,train
4225,TOX143,O=C(O)c1ccccc1,c1ccccc1,train
4226,TOX144,O=C(c1ccccc1)C(O)c1ccccc1,O=C(Cc1ccccc1)c1ccccc1,train
4227,TOX145,O=C1C=CC(=O)C=C1,O=C1C=CC(=O)C=C1,train
4229,TOX147,c1ccc2[nH]nnc2c1,c1ccc2[nH]nnc2c1,train
4230,TOX148,ClC(Cl)(Cl)c1ccccc1,c1ccccc1,train
4231,TOX149,NNC(=O)c1ccccc1,c1ccccc1,train
4232,TOX17250,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,c1ccc(Oc2ccccc2)cc1,train
4233,TOX26511,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,C1CCC2CCCCC2C1,train
4236,TOX27101,CCc1nccnc1CC,c1cnccn1,train
4237,TOX828,COc1ccc(O)cc1,c1ccccc1,train
4239,TOX21528,N#Cc1ccncc1,c1ccncc1,train
4240,TOX5896,C[C@@H](N)[C@@H](O)c1ccccc1,c1ccccc1,train
4241,TOX21521,NCCCN1CCOCC1,C1COCCN1,train
4242,TOX27102,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN,c1ccc2c(c1)CCC1CCCCC21,train
4243,TOX21524,O=[N+]([O-])c1cc[n+]([O-])cc1,c1cc[nH+]cc1,train
4244,TOX21527,CC1(C)CC(=O)CC(C)(C)N1,O=C1CCNCC1,train
4245,TOX26986,O=C(O)C(O)C(O)C(=O)O,O=C(O)C(O)C(O)C(=O)O,train
4246,TOX26513,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,train
4247,TOX6811,Sc1ccccc1,c1ccccc1,train
4248,TOX24532,O=c1c2ccccc2c(=O)c2c1cc(Cl)c1[nH]c3c([nH]c12)c(Cl)cc1c(=O)c2ccccc2c(=O)c13,O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,train
4250,TOX26270,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,c1ccccc1,train
4251,TOX26271,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1,c1ccc2c(c1)Nc1cc(N3CCNCC3)nnc1O2,train
4252,TOX26272,O=C(N/N=C/c1ccccc1O)c1ccncc1,O=C(NN=Cc1ccccc1)c1ccncc1,train
4253,TOX26273,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,O=C(NC1CCCCC1)NS(=O)(=O)c1ccccc1,train
4254,TOX26274,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,c1ccc2nc3ccccc3cc2c1,train
4255,TOX26275,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,c1ccccc1,train
4256,TOX26276,COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,O=S(=O)(Nc1nncs1)c1ccccc1,train
4260,TOX27278,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1,O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,train
4261,TOX27276,CNCc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1,O=C(Nc1ccccc1)c1c[nH]c2c1C(=O)CCC2,train
4263,TOX27272,Cc1nccn1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1,c1cc(Sc2ccc(-n3ccnc3)cc2)cc(C2CCOCC2)c1,train
4264,TOX27271,Cc1cc(CCN2CCN(c3nsc4ccccc34)CC2)cc2c1NC(=O)CC2(C)C,O=C1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,train
4265,TOX27270,O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccccc4)CC3)cc2o1,train
4266,TOX20720,Nc1cc(Cl)c(O)c(Cl)c1,c1ccccc1,train
4267,TOX20721,O=C1CCC(C2CCCCC2)CC1,O=C1CCC(C2CCCCC2)CC1,train
4268,TOX20722,OC1CCC(C2CCCCC2)CC1,C1CCC(C2CCCCC2)CC1,train
4269,TOX20723,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,O=C(Nc1ccccc1)c1ccccc1,train
4270,TOX20725,O=C(O)c1ccc([Hg]Cl)cc1,c1ccccc1,train
4271,TOX20726,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],c1ccc2[nH+]cc[nH+]c2c1,train
4274,TOX2086,NC(=O)c1ccc([N+](=O)[O-])cc1,c1ccccc1,train
4276,TOX2578,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,O=C1CCCC1,train
4277,TOX25941,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,O=c1cc[nH]c(=O)[nH]1,train
4281,TOX1544,Oc1ccccc1Cl,c1ccccc1,train
4283,TOX1546,O=C(O)CCCl,O=C(O)CCCl,train
4285,TOX27493,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,c1ccccc1,train
4286,TOX27491,CSc1cnccn1,c1cnccn1,train
4287,TOX27490,C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,train
4288,TOX27497,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,c1ccccc1,train
4289,TOX7258,CC(C)OC=O,CC(C)OC=O,train
4290,TOX7259,N#Cc1cccc(C#N)c1,c1ccccc1,train
4291,TOX7253,CCOC(=O)/C=C/C(=O)OCC,CCOC(=O)C=CC(=O)OCC,train
4292,TOX7254,CCC(C)COC(C)=O,CCC(C)COC(C)=O,train
4293,TOX21891,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,train
4294,TOX28585,C[C@H]1CNCCc2ccc(Cl)cc21,c1ccc2c(c1)CCNCC2,train
4296,TOX21892,O=S(=O)(c1ccccc1)c1ccccc1,O=S(=O)(c1ccccc1)c1ccccc1,train
4297,TOX24607,CCC(C)OC(=O)c1ccc(O)cc1,c1ccccc1,train
4298,TOX24606,Cc1ccc(NC(=O)N(C)C)cc1NC(=O)N(C)C,c1ccccc1,train
4300,TOX24604,C=COCC1CCC(COC=C)CC1,C1CCCCC1,train
4301,TOX24609,N#Cc1c(F)cccc1F,c1ccccc1,train
4302,TOX28588,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],C1CNCCNCCNCCN1,train
4303,TOX3947,S=C=S,S=C=S,train
4304,TOX28728,Nc1c(NC/C=C\COc2cc(CN3CCCCC3)ccn2)c(=O)c1=O,O=c1cc(NCC=CCOc2cc(CN3CCCCC3)ccn2)c1=O,train
4308,TOX28722,CCCCCOc1ccc(C2SC(=O)NC2=O)cc1OCC,O=C1NC(=O)C(c2ccccc2)S1,train
4311,TOX28725,CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,c1ccc(OCCN2CCCCC2)cc1,train
4312,TOX21097,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,c1ccc(-c2nccc3ccccc23)cc1,train
4315,TOX27805,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,c1ccc(Cc2ccccn2)cc1,train
4317,TOX8967,Clc1ccc(C(Cl)(Cl)Cl)cn1,c1ccncc1,train
4319,TOX6251,c1ccc(P(c2ccccc2)c2ccccc2)cc1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,train
4320,TOX6252,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,train
4321,TOX6259,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,train
4323,TOX5041,CCOC(=O)OCC,CCOC(=O)OCC,train
4324,TOX5040,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,O=C(Nc1ccccc1)Nc1ccccc1,train
4325,TOX5045,C=CC(=O)OCCOCCOC(=O)C=C,C=CC(=O)OCCOCCOC(=O)C=C,train
4327,TOX2018,CCOP(=S)(OCC)SCCSCC,CCOP(=S)(OCC)SCCSCC,train
4328,TOX5049,COCCOCCO,COCCOCCO,train
4330,TOX2014,COc1ccc(OC)cc1,c1ccccc1,train
4332,TOX9874,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,O=C(c1ccccc1)c1ccccc1,train
4334,TOX777,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,O=C1CCCc2ccccc21,train
4335,TOX771,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,O=C(c1ccccc1)c1ccccc1,train
4336,TOX779,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C1CCC2C(C1)CCC1C3CCCC3CCC21,train
4337,TOX778,C=C(C)[C@H]1CC=C(C)CC1,C1=CCCCC1,train
4338,TOX3059,Nc1nc(=O)[nH]cc1F,O=c1nccc[nH]1,train
4339,TOX3050,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,c1ccc(-c2csc(-c3ccccc3)n2)cc1,train
4340,TOX3051,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,train
4341,TOX3057,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,O=c1ccn(C2CCCO2)c(=O)[nH]1,train
4342,TOX6661,O=CC1CC=CCC1,C1=CCCCC1,train
4343,TOX12424,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,O=C1CCCC(=O)C1C(=O)c1ccccc1,train
4344,TOX1239,CC1=C(/C=C/C(C)=C/C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,C1=CCCCC1,train
4345,TOX6664,SCc1ccccc1,c1ccccc1,train
4346,TOX6665,N#Cc1cccnc1,c1ccncc1,train
4347,TOX17706,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,train
4349,TOX4608,O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1,O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1,train
4351,TOX25265,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,O=S(=O)(Nc1cccnn1)c1ccccc1,train
4352,TOX5363,O=C(O)CO,O=C(O)CO,train
4354,TOX805,CC1CCC(C(C)C)C(O)C1,C1CCCCC1,train
4355,TOX552,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,c1ccc(Cc2ccccn2)cc1,train
4356,TOX807,Sc1nc2ccccc2s1,c1ccc2scnc2c1,train
4357,TOX2420,NCCc1ccc(O)c(O)c1,c1ccccc1,train
4358,TOX557,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,O=c1oc2cccc3c(=O)oc4cccc1c4c23,train
4360,TOX802,Nc1nc(N)nc(N)n1,c1ncncn1,train
4361,TOX2980,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,c1ccc2c(c1)CCNC2CC1CCN2CCc3ccccc3C2C1,train
4363,TOX29091,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,c1c[nH+]c[nH]1,train
4364,TOX26042,CCCCCCCCCCCCSCCOCCO,CCCCCCCCCCCCSCCOCCO,train
4365,TOX26517,N=C(N)n1cccn1,c1cn[nH]c1,train
4367,TOX26047,Cc1c(I)c(=O)n(-c2ccccc2)n1C,O=c1cc[nH]n1-c1ccccc1,train
4368,TOX26510,CCC(C(N)=O)N1CCCC1=O,O=C1CCCN1,train
4369,TOX26045,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,c1ccccc1,train
4371,TOX29099,CC(=O)c1ccc2ccc3ccccc3c2c1,c1ccc2c(c1)ccc1ccccc12,train
4372,TOX1236,Nc1ccc(NCCO)c([N+](=O)[O-])c1,c1ccccc1,train
4373,TOX1234,Cc1cc(C)c(S(=O)(=O)[O-])cc1N=Nc1cc(S(=O)(=O)[O-])c2ccccc2c1O,c1ccc(N=Nc2ccc3ccccc3c2)cc1,train
4374,TOX22602,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc(-c2ccccc2)cc1,train
4375,TOX4603,[Be+2],[Be+2],train
4377,TOX7537,Cc1cccc(Oc2ccccc2)c1,c1ccc(Oc2ccccc2)cc1,train
4378,TOX7536,CCCCCCCCCCCCCCCCCCCl,CCCCCCCCCCCCCCCCCCCl,train
4379,TOX7826,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1,O=C(CCC(=O)OC1CCCCC1)OC1CCCCC1,train
4380,TOX7823,CC/C(C)=N/O[Si](C)(O/N=C(\C)CC)O/N=C(\C)CC,CCC(C)=NO[Si](C)(ON=C(C)CC)ON=C(C)CC,train
4382,TOX14864,CCCOc1nn(C(=O)[N-]S(=O)(=O)c2ccccc2C(=O)OC)c(=O)n1C,O=C([N-]S(=O)(=O)c1ccccc1)n1nc[nH]c1=O,train
4384,TOX27395,CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,C1CCCCC1,train
4385,TOX27644,c1ccc2cnccc2c1,c1ccc2cnccc2c1,train
4386,TOX27642,C=CC(C)(CCC=C(C)C)OC=O,C=CC(C)(CCC=C(C)C)OC=O,train
4387,TOX27391,Cc1nc(-c2ccccn2)ncc1C(=O)Nn1cc(C)c2cc(F)ccc21,O=C(Nn1ccc2ccccc21)c1cnc(-c2ccccn2)nc1,train
4388,TOX27641,CCCCCCCCCCCCOC(C)=O,CCCCCCCCCCCCOC(C)=O,train
4389,TOX27399,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,O=C1CCCC2=C1CCC2,train
4390,TOX27648,CC(=O)OCCCc1ccccc1,c1ccccc1,train
4391,TOX27649,COc1ccc(COC=O)cc1,c1ccccc1,train
4392,TOX21774,Oc1ccc(Cl)c2c1CCC2,c1ccc2c(c1)CCC2,train
4393,TOX12389,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,CC(C)=CCCC(C)=CCCC(C)=CCO,train
4394,TOX21772,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,O=C(NC(=O)c1ccccc1)Nc1ccc(Oc2ccccn2)cc1,train
4395,TOX21778,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,c1ccc(Cc2ccccc2)cc1,train
4396,TOX24247,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,C1CCOCC1,train
4397,TOX27029,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(C1(F)F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,C1CCC2C(C1)CCC1CCCCC12,train
4398,TOX3688,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,C1OC2COC3OCOC3C2O1,train
4399,TOX27027,CC(C)CC(C)CC(C)CC(C)COC(=O)c1ccccc1C(=O)OCC(C)CC(C)CC(C)CC(C)C,c1ccccc1,train
4400,TOX1477,F[B-](F)(F)F,F[B-](F)(F)F,train
4401,TOX1096,c1ccc2sc(SN3CCOCC3)nc2c1,c1ccc2sc(SN3CCOCC3)nc2c1,train
4402,TOX2833,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,c1ccccc1,train
4403,TOX26062,C=C(Nc1ccc(OCC)cc1)Nc1ccc(OCC)cc1,C=C(Nc1ccccc1)Nc1ccccc1,train
4405,TOX2837,Oc1c(I)cc(Cl)c2cccnc12,c1ccc2ncccc2c1,train
4406,TOX2839,CC(C)/N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,N=c1cc2n(-c3ccccc3)c3ccccc3nc-2cc1Nc1ccccc1,train
4408,TOX21985,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O,O=C(Nc1ccccc1)c1ccccc1,train
4409,TOX25695,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,c1ccccc1,train
4412,TOX1288,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C1CCC(OC2CCCO2)OC1,train
4414,TOX6060,CC(=O)NS(=O)(=O)c1ccc(N)cc1,c1ccccc1,train
4415,TOX1283,C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,C=C1CC2CCC1C2,train
4416,TOX1282,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,C1CCOCC1,train
4417,TOX1287,O=C1CCC(=O)O1,O=C1CCC(=O)O1,train
4418,TOX1286,c1ccc(C2CO2)cc1,c1ccc(C2CO2)cc1,train
4419,TOX6068,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,O=S(=O)(Nc1nccs1)c1ccccc1,train
4420,TOX1284,C=Cc1ccccc1,c1ccccc1,train
4421,TOX5670,Cc1cc(=O)oc2cc(O)ccc12,O=c1ccc2ccccc2o1,train
4423,TOX2958,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,c1ccc(CCCNCCc2ccccc2)cc1,train
4425,TOX25899,CCCCCCOc1ccccc1C(N)=O,c1ccccc1,train
4426,TOX25898,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,O=S(=O)(Nc1ccccc1)c1ccccc1,train
4427,TOX25895,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,O=C(CCCCCc1ccccc1)CC1CCC(C2CCCCO2)O1,train
4428,TOX25897,O=C1C(O)=C(O)C(=O)C(O)=C1O,O=C1C=CC(=O)C=C1,train
4429,TOX25896,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
4430,TOX25891,CC(N)CCCC(C)(C)O,CC(N)CCCC(C)(C)O,train
4431,TOX25890,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,O=c1ccn(C2CCCO2)c(=O)[nH]1,train
4433,TOX2480,CCc1cccc(O)c1,c1ccccc1,train
4434,TOX16684,O=C(c1ccccc1)c1ccc(O)cc1,O=C(c1ccccc1)c1ccccc1,train
4435,TOX2485,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,C=C(c1ccccc1)c1ccccc1,train
4436,TOX2489,O=C(O)/C=C/c1ccccc1,c1ccccc1,train
4439,TOX25492,CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,c1ccccc1,train
4440,TOX26240,COc1ccc(C(=O)CCC(=O)O)c2ccccc12,c1ccc2ccccc2c1,train
4441,TOX28913,O=C(OCCO)c1ccccc1O,c1ccccc1,train
4442,TOX28912,O=C([O-])CC(S[Au])C(=O)[O-],O=C([O-])CC(S[Au])C(=O)[O-],train
4443,TOX28911,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,c1ccc2c(c1)CCC1C2CCC2CCCC21,train
4444,TOX28910,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,c1ccc2c(Cc3cccc4ccccc34)cccc2c1,train
4445,TOX28917,CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,train
4446,TOX28919,CCCC1([C@H](O)C/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCCCCCC(=O)OC)CCC1,O=C1CCC(C=CCCC2CCC2)C1,train
4447,TOX28918,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NCCc1ccccc1,train
4448,TOX26244,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,O=C1c2ccccc2C(=O)C1c1ccccc1,train
4450,TOX2659,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,c1ccc(C(OC2CC3CCC(C2)N3)c2ccccc2)cc1,train
4451,TOX25091,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,train
4452,TOX25090,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1,train
4453,TOX25093,O=C(O)CCc1nc2ccccc2[nH]1,c1ccc2[nH]cnc2c1,train
4454,TOX26714,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,train
4456,TOX3533,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,O=C1CCC(C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2)N1,train
4458,TOX3536,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,train
4459,TOX1027,O=NN(CCO)CCO,O=NN(CCO)CCO,train
4460,TOX1026,CCCCN(CCCC)N=O,CCCCN(CCCC)N=O,train
4461,TOX1757,C#CC1(O)CCCCC1,C1CCCCC1,train
4462,TOX4504,Nc1cccc2c(O)nnc(O)c12,c1ccc2cnncc2c1,train
4463,TOX1751,OCC(F)(F)F,OCC(F)(F)F,train
4465,TOX4501,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O,c1ccc(-c2nc3ccccc3s2)cc1,train
4467,TOX21851,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,c1ccccc1,train
4469,TOX1758,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,train
