NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,MolWt,LogP,TPSA,HDonors,HAcceptors,RotBonds,RingCount,AromaticRings,ExactMolWt
0,,,,,0,1,,,,1,1,TOX26008,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,1141.4699999999996,1.227799999999997,325.4599999999999,10,12,16,5,2,1140.705937
0,0,0,0,0,0,0,0,0,0,0,0,TOX26007,CNCc1ccccc1,121.18299999999995,1.406,12.03,1,1,2,1,1,121.08914935199999
0,0,0,0,0,0,0,,0,0,,0,TOX26003,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.39900000000006,3.812980000000003,36.26,0,3,5,3,2,324.16379151200005
,,,,,,,0,,0,,,TOX26000,C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C,356.5980000000001,4.809600000000005,6.48,0,2,1,5,0,356.3191493
0,0,0,0,0,0,0,0,0,0,0,0,TOX27603,CC(C)CC(=O)OCc1ccccc1,192.258,2.775900000000001,26.3,0,2,4,1,1,192.1150298
0,0,0,0,0,0,0,0,0,0,0,0,TOX27601,CC(C)(O)Cc1ccccc1,150.221,2,20.23,1,1,2,1,1,150.1044651
0,0,0,0,1,0,0,1,0,0,0,0,TOX27606,CCC(=O)OC/C=C/c1ccccc1,190.24200000000002,2.6530000000000014,26.3,0,2,4,1,1,190.0993797
0,0,,0,,0,0,,0,0,,0,TOX27355,NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,465.55400000000014,2.6003,84.46,1,7,6,5,4,465.16347422800004
0,0,0,0,0,0,0,0,0,0,0,0,TOX27604,CCCC(=O)OCCc1ccccc1,192.258,2.572400000000001,26.3,0,2,5,1,1,192.1150298
0,0,0,,1,0,0,0,1,0,,0,TOX27605,O=C(C=Cc1ccccc1)OCCc1ccccc1,252.313,3.4857000000000022,26.3,0,2,5,2,2,252.1150298
0,0,,,,0,,,0,0,0,0,TOX27358,COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,630.1190000000003,2.8683000000000014,125.92000000000002,1,9,8,5,3,629.1598637
0,0,0,,0,0,0,0,0,0,,0,TOX27359,O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2,325.20600000000013,2.727900000000001,32.78,0,3,1,4,1,324.04733988400005
0,0,0,0,0,0,0,0,0,0,0,0,TOX27608,CC(C)C(=O)OCC=Cc1ccccc1,204.269,2.899000000000002,26.3,0,2,4,1,1,204.1150298
0,0,0,0,0,0,0,0,0,0,0,0,TOX27609,CCCCC1CCC(=O)O1,142.19799999999998,1.8822,26.3,0,2,3,1,0,142.0993797
0,0,0,0,0,0,0,0,0,0,0,0,TOX25779,NCCS,77.15199999999999,-0.1251,26.02,2,2,1,0,0,77.02992022
0,0,0,0,0,0,0,0,0,0,0,0,TOX2871,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,389.8860000000001,1.2295000000000003,118.35999999999999,3,5,2,4,1,389.0270756719999
0,0,0,,0,0,0,0,0,0,0,0,TOX2870,N[C@@H]1CONC1=O,102.09299999999999,-1.6249,64.35,2,3,0,1,0,102.0429274
0,0,0,0,0,0,0,0,0,0,,0,TOX2872,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,287.4060000000001,4.697900000000004,3.24,0,1,0,4,2,287.1673997
0,0,0,0,0,0,0,,0,,0,0,TOX26191,O=C(OC1CN2CCC1CC2)c1ccccc1,231.29500000000002,1.9376000000000004,29.54,0,3,2,4,1,231.1259288
0,0,0,0,0,0,0,0,0,0,0,0,TOX26193,Cc1ccc2c(c1)C1CN(C)CCC1N2,202.301,2.20822,15.27,1,2,0,3,1,202.1469986
0,,0,0,0,0,,,0,0,0,0,TOX26627,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,551.6250000000002,4.203900000000004,145.65,2,10,10,4,4,551.1838546480001
0,0,0,0,0,0,0,,0,,0,0,TOX26194,O=C1CCCCC1CN1CCCCC1,195.30599999999995,2.2316000000000003,20.310000000000002,0,2,2,2,0,195.1623143
0,0,0,0,,0,0,0,0,0,0,0,TOX6029,CC1=CC(=O)/C(=C(/C)[O-])C(=O)O1,167.14,-0.3496,66.42999999999999,0,4,0,1,0,167.0349823
0,0,0,0,0,0,0,0,0,0,0,0,TOX6022,Nc1ccc([As](=O)([O-])O)cc1,216.048,-1.8022,86.38000000000001,2,3,1,1,1,215.9647382
0,0,0,,1,0,0,0,0,,1,0,TOX9036,CCCCCCCc1ccc(O)cc1,192.30200000000002,3.9051000000000027,20.23,1,1,6,1,1,192.1514153
0,0,0,0,0,0,0,0,0,0,0,0,TOX26196,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,146.142,-1.4942,58.92,2,4,0,2,0,146.0579088
0,0,,1,0,0,,0,0,0,,0,TOX20372,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,329.76200000000006,3.7376000000000023,43.24,0,4,4,4,3,329.0731179
0,0,0,0,0,0,0,0,0,0,0,0,TOX2918,O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,307.966,-0.7802,80.92,4,4,5,0,0,305.9102331
,0,0,0,0,0,0,0,0,0,0,0,TOX5639,Cc1cccc([N+](=O)[O-])c1C(=O)O,181.147,1.60142,80.44,1,3,2,1,1,181.0375077
0,0,0,0,1,0,0,0,0,0,0,0,TOX2912,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,612.9070000000002,1.7806999999999997,98.33000000000001,2,4,3,1,1,612.7623743159099
0,0,,0,0,0,0,0,0,0,0,0,TOX5633,Cc1ccc(N)cc1[N+](=O)[O-],152.15300000000002,1.48542,69.16,1,3,1,1,1,152.0585775
0,0,0,0,0,0,0,0,0,0,0,0,TOX2910,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,180.156,-3.2214,110.38000000000001,5,6,1,1,0,180.0633881
0,0,0,0,0,0,0,0,0,1,0,0,TOX5637,Cc1c(C(=O)O)cccc1[N+](=O)[O-],181.14699999999996,1.6014199999999998,80.44,1,3,2,1,1,181.0375077
0,0,0,0,0,0,0,0,0,0,0,0,TOX2914,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,230.676,1.6818,58.53,1,3,0,2,1,229.9916761
1,0,0,0,1,0,0,,0,,0,0,TOX2915,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,451.52100000000013,-5.2666,247.93999999999994,9,13,6,3,0,451.2642131439999
0,0,0,0,0,0,0,0,0,0,0,0,TOX26911,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,302.422,2.2146999999999997,33.53,0,5,5,3,2,302.2106615
0,0,0,0,0,0,0,1,0,0,,0,TOX26910,NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl,370.8470000000001,1.8410999999999997,126.65,3,7,5,3,3,370.00734327200007
0,0,0,0,0,0,0,,0,,0,0,TOX26913,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,468.59400000000034,3.3100000000000023,60.47000000000001,0,6,10,4,2,468.26242225199996
0,0,0,0,0,0,0,0,0,0,0,0,TOX26912,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,405.45100000000025,0.8762000000000008,116.25000000000001,2,6,9,2,1,405.1899856
0,0,0,0,0,0,0,,0,,0,0,TOX26915,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-],357.45200000000006,0.0979,132.55,3,6,11,1,0,357.1489664799099
0,0,0,0,0,0,,0,0,0,0,0,TOX26914,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O,476.6200000000003,2.9719000000000007,95.94,2,7,10,3,2,476.1439639959999
0,0,0,0,0,0,0,,0,,,0,TOX26917,CCCCC/C=C\CCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,1877.6640000000011,0.9396000000000104,662.4100000000003,24,33,19,16,7,1875.5409318599984
0,0,0,,,0,0,,0,1,1,0,TOX451,S=C(NC1CCCCC1)NC1CCCCC1,240.41599999999994,3.1159000000000017,24.06,2,1,2,2,0,240.16601976799998
0,0,0,,,0,0,,0,0,0,0,TOX22203,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],345.37700000000007,2.5329000000000006,123.66,0,7,8,1,1,345.0994563
0,0,1,,,,,,0,,,,TOX22206,CCCCCCCCCCCCN1CCCC1=O,253.42999999999992,4.529700000000004,20.310000000000002,0,1,11,1,0,253.24056461200001
0,0,0,0,0,0,0,0,0,0,0,0,TOX22209,CCCCCCCCN(C)CCCCCCCC,255.48999999999992,5.639200000000006,3.24,0,1,14,0,0,255.29260018399998
0,0,,0,0,0,0,0,0,0,0,0,TOX22208,CNC(=O)C(c1ccccc1)c1ccccc1,225.291,2.5645000000000007,29.1,1,1,3,2,2,225.1153641
,,,,,,,0,,0,,,TOX31493,CCOC(=O)N1CCC(=O)CC1,171.19599999999997,0.8078,46.61,0,3,1,1,0,171.0895433
0,0,0,0,0,0,0,0,0,0,0,0,TOX14232,CC(Oc1cccc(Cl)c1)C(=O)O,200.62099999999998,2.1918999999999995,46.53,1,2,3,1,1,200.0240218
0,0,0,0,0,0,0,0,0,0,0,0,TOX24989,O=Cc1ccc(F)c(Br)c1,203.01,2.4007000000000005,17.07,0,1,1,1,1,201.9429551
0,,0,0,0,0,1,,0,,,0,TOX28959,O=C(O)c1cccc(/C=C2/C[C@H]3[C@H](C[C@@H](O)[C@@H]3/C=C/[C@@H](O)C3CCCCC3)O2)c1,398.49900000000025,4.009000000000003,86.99000000000001,3,4,5,4,1,398.2093241
0,0,0,0,0,0,0,,0,0,0,0,TOX28958,O=C(O)c1ccccc1S,154.18999999999997,1.6735,37.3,2,2,1,1,1,154.0088504
0,0,0,0,0,0,0,0,0,0,0,0,TOX24985,C=COCCOCCOC=C,158.197,1.3232,27.69,0,3,8,0,0,158.0942943
0,0,0,0,0,0,0,,0,,0,0,TOX28955,CS(=O)(=O)NC(=O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@H](O)COc1ccccc1,465.56800000000015,1.7409999999999992,130,3,7,12,2,1,465.18212333199995
0,0,0,0,0,0,0,,0,,0,0,TOX28954,OCC(O)COc1ccc(Cl)cc1,202.63700000000003,1.072,49.69,2,3,4,1,1,202.0396719
0,0,0,0,0,0,0,0,0,0,0,0,TOX24980,CN(C)CCCNCCC#N,155.245,0.44137999999999994,39.06,1,3,6,0,0,155.14224754399999
0,0,0,0,0,0,0,,0,0,0,0,TOX24981,O=P(O)(O)Oc1ccccc1,174.092,1.1581,66.76,2,2,2,1,1,174.00819533400002
0,0,0,0,,,0,0,0,0,,0,TOX24982,CN(C1CCCCC1)S(=O)(=O)c1ccccc1N,268.382,2.222,63.400000000000006,1,3,3,2,1,268.1245489
0,0,0,0,0,0,0,1,0,,0,0,TOX24983,C=CC(=O)OCCOCCOCC,188.22299999999996,0.7686999999999999,44.760000000000005,0,4,8,0,0,188.104859
0,0,0,,,0,,1,0,0,,1,TOX1248,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,394.4230000000001,3.7033000000000023,63.22,0,6,3,5,2,394.1416384239999
0,,0,,,,,1,,1,1,1,TOX1247,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,287.366,3.7986700000000013,75.89,3,3,2,3,2,287.14224754400004
0,0,0,,0,0,0,,0,0,1,0,TOX1246,Cc1cc(C(=C2C=CC(=N)C=C2)c2ccc(N)cc2)ccc1N,301.39300000000003,4.107090000000001,75.89,3,3,2,3,2,301.15789760800004
0,0,0,0,0,0,0,0,0,0,1,0,TOX1244,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,822.9530000000003,4.335420000000004,220.14999999999995,6,15,4,6,2,822.4051232960003
0,,,1,,0,,1,0,1,,1,TOX1243,CC/N=c1/cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,442.5590000000002,6.350540000000006,63.83,1,5,6,4,2,442.2256428199999
0,0,0,0,0,0,0,1,0,0,0,0,TOX1241,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,524.8740000000004,11.542499999999986,26.3,0,2,20,1,0,524.4593312
0,0,0,0,0,1,0,1,0,1,0,0,TOX1240,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,328.4960000000002,6.081100000000006,26.3,0,2,6,1,0,328.2402303
0,0,0,0,0,0,0,0,0,0,,0,TOX7370,CO[Si](C)(OC)OC,136.22299999999998,0.49429999999999985,27.69,0,3,3,0,0,136.05557077400002
0,0,1,0,0,0,0,1,0,0,,0,TOX18694,O=C1Nc2ccccc2C1=O,147.13299999999995,0.8213999999999999,46.17,1,2,0,2,1,147.0320284
0,0,0,0,0,0,0,0,0,0,0,0,TOX1799,CCN(CC)C1CCCCC1,155.28499999999997,2.6609000000000007,3.24,0,1,3,1,0,155.1673997
0,0,0,0,0,0,0,0,0,0,0,0,TOX1798,c1ccc2ncccc2c1,129.16199999999998,2.2348,12.89,0,1,0,2,2,129.0578492
0,0,1,0,0,0,0,0,0,0,1,0,TOX25851,CCC(=O)c1c(O)cc(O)cc1O,182.17499999999998,1.3961,77.76,3,4,2,1,1,182.0579088
0,0,0,0,0,0,0,0,0,0,0,0,TOX1790,O=[N+]([O-])c1ccccc1O,139.10999999999999,1.3003999999999998,63.370000000000005,1,3,1,1,1,139.026943
0,0,1,0,0,0,0,1,0,0,1,0,TOX1793,Oc1cccc2ccccc12,144.17299999999997,2.5454000000000008,20.23,1,1,0,2,2,144.0575149
0,0,0,0,0,0,0,0,0,0,0,0,TOX1060,O=NN1CCCCC1,114.14800000000001,1.1537,32.67,0,2,1,1,0,114.0793129
0,0,,,1,0,0,0,0,0,0,0,TOX1795,O=c1c2ccccc2oc2ccccc12,196.20499999999998,2.946200000000001,30.21,0,2,0,3,3,196.0524295
0,0,,0,,0,0,,0,0,0,0,TOX1065,Cc1ccccc1N=O,121.139,2.392920000000001,29.43,0,2,1,1,1,121.0527638
0,,0,0,,0,,,0,,,0,TOX25856,O=C(O)CN(CC(=O)O)CC1=CC2C(=CC1=O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,622.5390000000003,0.6502000000000019,228.50999999999996,5,11,12,5,2,622.1434888919999
0,0,0,0,0,0,0,0,0,0,0,0,TOX694,CN(C)P(=O)(N(C)C)N(C)C,179.204,0.7792999999999999,26.790000000000006,0,1,3,0,0,179.1187488
0,0,0,0,0,0,0,0,0,0,0,0,TOX696,CCCCCC(N)=O,115.176,1.052,43.09,1,1,4,0,0,115.099714
0,0,1,,0,0,0,,0,,1,0,TOX697,CCCCCCOc1cc(C)c(O)c(C)c1C,236.35499999999996,4.276560000000004,29.46,1,2,6,1,1,236.17763
0,0,0,,,0,1,,0,1,1,1,TOX690,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,406.90700000000004,6.609000000000001,40.46,2,2,2,2,2,403.8498955
0,0,,0,0,0,0,0,0,0,0,0,TOX7086,CCCCCCC(O)CCCCCCCCCCC(=O)OC,314.50999999999993,5.3917000000000055,46.53,1,3,16,0,0,314.28209507599996
0,0,0,0,0,0,0,0,0,0,0,0,TOX7085,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,434.57000000000033,3.299800000000002,89.52000000000001,0,8,23,0,0,434.28796830399995
0,0,0,,,0,,0,0,1,,0,TOX7084,CC(C)OC(=S)[S-],135.233,1.2432,9.23,0,3,1,0,0,134.9943804
0,0,0,,0,0,,1,0,,,,TOX2265,CCc1cccc(CC)c1N(COC)C(=O)CCl,269.77199999999993,2.9871000000000016,29.54,0,2,6,1,1,269.1182566
0,0,0,0,0,0,0,0,0,0,0,0,TOX2267,CNC(=O)ON=C(C)SC,162.214,1.0388,50.69,1,4,1,0,0,162.0462986
0,0,0,0,0,0,0,,0,,0,0,TOX24328,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,610.5650000000002,-1.1566,234.28999999999996,8,15,7,5,2,610.1897703879999
0,0,0,0,0,0,0,0,0,0,0,0,TOX3792,Cc1ccc([N+](=O)[O-])cc1,137.138,1.90322,43.14,0,2,1,1,1,137.0476785
0,0,0,0,0,0,0,0,0,0,0,0,TOX24458,O=S(=O)([O-])CCN1CCN(CCO)CC1,237.30099999999993,-1.8585,83.91000000000001,1,6,5,1,0,237.0914516
0,0,0,,,0,0,,,0,,0,TOX24459,Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br,698.0210000000002,6.775440000000005,83.83,2,5,2,4,3,693.7295429
0,0,0,1,,0,0,1,,0,1,0,TOX3796,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,592.6930000000001,0.61584,267.4,8,10,14,2,2,592.1872853519999
1,1,0,,1,1,,1,0,1,,,TOX3794,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,332.4840000000001,4.401000000000005,57.53,2,3,0,4,0,332.23514488399996
0,,0,,,0,0,,1,0,0,1,TOX21133,O=C(CCCCCCC(=O)Nc1ccccc1)NO,264.32500000000005,2.4711,78.43,3,3,8,1,1,264.1473925
0,0,0,0,0,0,0,0,0,0,0,0,TOX24450,CCCOC(OCCC)OCCC,190.28299999999996,2.5498000000000003,27.69,0,3,9,0,0,190.1568946
0,0,0,0,0,0,0,0,0,0,,0,TOX24451,COC(=O)CCCCC(=O)O,160.169,0.8043999999999998,63.60000000000001,1,3,5,0,0,160.0735589
0,0,0,0,0,0,0,0,0,0,0,0,TOX24456,Nc1cc[nH]c(=O)n1,111.104,-0.6479,71.77000000000001,2,3,0,1,1,111.0432618
0,0,0,0,0,0,0,0,0,0,0,0,TOX21137,CC[N+](CC)(CC)CC,130.255,1.8827999999999998,0,0,0,4,0,0,130.15902606008999
0,1,0,,0,0,1,0,1,,,,TOX24454,CCOC(=O)CC(=O)CCl,164.588,0.7475,43.370000000000005,0,3,4,0,0,164.0240218
0,0,0,1,0,0,0,0,0,0,0,0,TOX24455,C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,254.3259999999999,2.785400000000001,52.6,0,4,9,0,0,254.1518092
,,,,,,,,,0,,,TOX25588,CNCCc1ccccn1,136.19799999999995,0.8434999999999999,24.92,1,2,3,1,1,136.1000484
0,0,0,0,0,0,1,0,0,0,0,0,TOX25587,C[C@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1.C[C@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1,482.5320000000002,4.6646000000000045,98.72000000000001,0,6,8,4,4,482.17403571181995
0,0,,0,0,0,0,,0,,,0,TOX25586,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O,667.8030000000005,2.852,199.37999999999997,6,11,12,4,2,667.2233365
0,0,0,0,0,0,0,,0,,0,0,TOX25585,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)[C@H](c4ccccc4)S(=O)(=O)[O-])[C@@H]3SC2)cc1,531.5480000000002,-2.2366,193.70999999999998,2,9,8,4,2,531.0649791479099
0,,,,,0,0,0,0,0,1,0,TOX25584,CNC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,491.46300000000014,0.4923200000000007,175.4,8,9,9,2,2,491.18793489599994
,,,,,,,,,1,,,TOX25583,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,268.35699999999997,1.3791199999999995,88.48,3,5,2,2,1,268.1786926
0,,,0,,,0,,0,,0,0,TOX25582,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O.COC(N)(CO)CO,475.62300000000033,1.315300000000001,173.7,7,8,15,1,0,475.3145173999999
0,0,0,0,0,0,0,,0,,0,0,TOX25581,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],460.4920000000002,-1.2405,150.98,3,7,5,4,1,460.12962800390994
,,,,,,,0,,0,,,TOX25580,C[C@H](N)[C@H](O)c1cccc(O)c1,167.20799999999997,0.7728000000000002,66.48,3,3,2,1,1,167.0946287
0,0,0,,,0,,1,0,,0,1,TOX470,c1cc(OCC2CO2)cc(OCC2CO2)c1,222.23999999999995,1.2417999999999998,43.519999999999996,0,4,6,3,1,222.0892089
0,0,0,0,0,0,0,0,0,0,0,0,TOX474,O=C1CCc2ccccc2O1,148.16099999999997,1.5382,26.3,0,2,0,2,1,148.0524295
0,0,0,0,1,0,0,0,0,0,0,0,TOX478,CC1(C)OC(=O)NC1=O,129.115,0.0314,55.4,1,3,0,1,0,129.0425931
0,0,0,0,0,0,0,0,0,0,0,0,TOX479,CNC(=O)CSP(=S)(OC)OC,229.26299999999998,0.9828999999999999,47.56,1,5,5,0,0,228.99962187399998
0,,0,,,0,,,0,1,1,1,TOX1342,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.057,5.862600000000001,40.46,2,3,2,2,2,353.88426115199997
0,0,,,0,0,0,,0,,0,1,TOX5830,BrC(Br)C(Br)(Br)Br,424.54999999999995,3.9408000000000003,0,0,0,0,0,0,419.59951053200007
0,0,0,0,0,0,0,0,0,0,0,0,TOX3132,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,331.29699999999997,0.014100000000000557,118.35999999999999,3,5,1,2,1,330.9908324
0,0,0,,0,0,0,,0,0,,0,TOX5839,Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,264.366,4.8201,0,0,0,0,1,1,261.8677385
0,0,,,0,0,0,0,0,0,0,0,TOX22448,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,264.3689999999999,2.617000000000001,41.57,1,4,8,1,1,264.183778
0,0,0,,1,0,0,1,,,0,0,TOX25323,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,289.4189999999999,3.9242000000000035,29.54,0,3,8,2,1,289.20417910400005
0,0,0,0,0,0,0,0,0,0,0,0,TOX6566,COC(=O)C1CCC(C(=O)OC)CC1,200.23399999999995,1.1387999999999998,52.60000000000001,0,4,2,1,0,200.104859
0,0,0,,0,0,0,0,0,0,,0,TOX22441,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,277.408,4.308220000000004,38.33,1,2,1,1,1,277.2041791
0,0,0,0,1,0,0,0,0,0,0,0,TOX25320,CCC(C)(CN(C)C)OC(=O)c1ccccc1,235.327,2.5737000000000005,29.54,0,3,5,1,1,235.1572289
0,,0,,,0,,,0,,,0,TOX6563,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,369.5900000000001,4.837100000000006,60.77000000000001,2,3,19,0,0,369.32429423599996
0,0,0,,0,0,0,,0,,,0,TOX25326,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,511.81900000000024,8.049500000000009,38.25,0,4,22,2,2,511.4370388
0,0,,0,0,0,0,,0,,,0,TOX25325,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,294.39500000000004,2.5562000000000005,64.78999999999999,1,5,9,1,1,294.1943427
0,0,0,0,0,0,,,0,0,0,0,TOX25324,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,397.475,4.338300000000004,79.9,2,5,7,3,2,397.20015634400005
1,1,0,0,1,1,0,,0,0,0,0,TOX16496,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,312.4530000000001,3.8826000000000036,37.3,1,2,1,4,0,312.2089301
0,0,0,0,0,0,0,0,0,0,0,0,TOX15616,O=[N+]([O-])c1ccccc1[O-],138.10199999999998,0.6683999999999999,66.2,0,3,1,1,1,138.0196666
0,0,,0,0,0,0,,0,0,0,0,TOX587,CCOC(=O)CBr,167.002,0.9444,26.3,0,2,2,0,0,165.9629416
0,0,0,0,0,0,0,,0,,0,0,TOX26710,NCC(O)c1cccc(O)c1,153.18099999999998,0.3842999999999999,66.48,3,3,2,1,1,153.0789786
0,,0,,,,,,0,1,1,,TOX6212,Oc1cc(Cl)c(Cl)c(Cl)c1,197.448,3.3524000000000003,20.23,1,1,0,1,1,195.9249478
0,0,0,0,1,1,0,,0,,0,0,TOX26218,CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,320.5170000000001,4.387000000000004,40.46,2,2,1,4,0,320.2715304
0,0,0,0,0,0,0,0,0,0,0,0,TOX26748,C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,339.3080000000001,-2.734,168.62,5,10,4,3,2,339.11788326400006
0,0,0,0,,0,,,0,,,1,TOX26749,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C,568.8860000000002,10.403299999999993,40.46,2,2,10,2,0,568.428031
